reward,episodes,mean 100 episode reward,steps,% time spent exploring,head
0.028000000000000018,2,0.0,108,99,2
0.026000000000000016,3,0.0,217,99,0
0.017000000000000008,4,0.0,326,98,0
0.023000000000000013,5,0.0,435,98,6
0.02000000000000001,6,0.0,544,97,2
0.02100000000000001,7,0.0,653,97,4
0.016000000000000007,8,0.0,762,96,9
0.04100000000000003,9,0.0,871,96,3
0.02100000000000001,10,0.0,980,95,4
0.006,11,0.0,1089,95,2
0.037000000000000026,12,0.0,1198,95,6
0.017000000000000008,13,0.0,1307,94,5
0.004,14,0.0,1416,94,9
0.017000000000000008,15,0.0,1525,93,4
0.014000000000000005,16,0.0,1634,93,2
0.025000000000000015,17,0.0,1743,92,0
0.007,18,0.0,1852,92,3
0.006,19,0.0,1961,91,5
0.012000000000000004,20,0.0,2070,91,3
0.009000000000000001,21,0.0,2179,90,6
0.01800000000000001,22,0.0,2288,90,5
0.007,23,0.0,2397,90,1
0.009000000000000001,24,0.0,2506,89,2
0.011000000000000003,25,0.0,2615,89,8
0.03300000000000002,26,0.0,2724,88,8
0.03000000000000002,27,0.0,2833,88,6
0.011000000000000003,28,0.0,2942,87,2
0.0,29,0.0,3051,87,4
0.046000000000000034,30,0.0,3160,86,5
0.013000000000000005,31,0.0,3269,86,7
0.008,32,0.0,3378,86,3
0.005,33,0.0,3487,85,5
0.012000000000000004,34,0.0,3596,85,8
0.003,35,0.0,3705,84,3
0.007,36,0.0,3814,84,8
0.01900000000000001,37,0.0,3923,83,5
0.024000000000000014,38,0.0,4032,83,1
0.0,39,0.0,4141,82,8
0.009000000000000001,40,0.0,4250,82,1
0.009000000000000001,41,0.0,4359,81,7
0.004,42,0.0,4468,81,7
0.028000000000000018,43,0.0,4577,81,5
0.05600000000000004,44,0.0,4686,80,6
0.04300000000000003,45,0.0,4795,80,3
0.009000000000000001,46,0.0,4904,79,3
0.03300000000000002,47,0.0,5013,79,6
0.059000000000000045,48,0.0,5122,78,6
0.048000000000000036,49,0.0,5231,78,3
0.0,50,0.0,5340,77,0
0.005,51,0.0,5449,77,7
0.01900000000000001,52,0.0,5558,77,8
0.036000000000000025,53,0.0,5667,76,6
0.0,54,0.0,5776,76,4
0.001,55,0.0,5885,75,3
0.011000000000000003,56,0.0,5994,75,5
0.002,57,0.0,6103,74,0
0.001,58,0.0,6212,74,5
0.005,59,0.0,6321,73,9
0.02000000000000001,60,0.0,6430,73,9
0.001,61,0.0,6539,72,4
0.06200000000000005,62,0.0,6648,72,3
0.010000000000000002,63,0.0,6757,72,2
0.006,64,0.0,6866,71,1
0.008,65,0.0,6975,71,8
0.023000000000000013,66,0.0,7084,70,5
0.03400000000000002,67,0.0,7193,70,5
0.0,68,0.0,7302,69,9
0.027000000000000017,69,0.0,7411,69,1
0.014000000000000005,70,0.0,7520,68,1
0.01800000000000001,71,0.0,7629,68,0
0.04000000000000003,72,0.0,7738,68,7
0.022000000000000013,73,0.0,7847,67,4
0.04500000000000003,74,0.0,7956,67,5
0.012000000000000004,75,0.0,8065,66,9
0.010000000000000002,76,0.0,8174,66,4
0.010000000000000002,77,0.0,8283,65,3
0.006,78,0.0,8392,65,6
0.023000000000000013,79,0.0,8501,64,1
0.010000000000000002,80,0.0,8610,64,3
0.03300000000000002,81,0.0,8719,63,9
0.005,82,0.0,8828,63,2
0.04000000000000003,83,0.0,8937,63,1
0.01800000000000001,84,0.0,9046,62,7
0.0,85,0.0,9155,62,3
0.023000000000000013,86,0.0,9264,61,4
0.024000000000000014,87,0.0,9373,61,0
0.022000000000000013,88,0.0,9482,60,4
0.015000000000000006,89,0.0,9591,60,4
0.003,90,0.0,9700,59,6
0.05100000000000004,91,0.0,9809,59,8
0.0,92,0.0,9918,59,3
0.0,93,0.0,10027,58,3
0.03300000000000002,94,0.0,10136,58,9
0.01900000000000001,95,0.0,10245,57,0
0.017000000000000008,96,0.0,10354,57,4
0.008,97,0.0,10463,56,9
0.022000000000000013,98,0.0,10572,56,9
0.02000000000000001,99,0.0,10681,55,2
0.014000000000000005,100,0.0,10790,55,0
0.037000000000000026,101,0.0,10899,54,2
0.014000000000000005,102,0.0,11008,54,2
0.037000000000000026,103,0.0,11117,54,9
0.0,104,0.0,11226,53,7
0.004,105,0.0,11335,53,8
0.0,106,0.0,11444,52,6
0.05400000000000004,107,0.0,11553,52,1
0.04100000000000003,108,0.0,11662,51,7
0.024000000000000014,109,0.0,11771,51,9
0.04400000000000003,110,0.0,11880,50,8
0.06600000000000004,111,0.0,11989,50,8
0.05000000000000004,112,0.0,12098,50,9
0.07300000000000005,113,0.0,12207,49,0
0.002,114,0.0,12316,49,3
0.017000000000000008,115,0.0,12425,48,4
0.07300000000000005,116,0.0,12534,48,7
0.03800000000000003,117,0.0,12643,47,8
0.057000000000000044,118,0.0,12752,47,1
0.0,119,0.0,12861,46,6
0.008,120,0.0,12970,46,8
0.07000000000000005,121,0.0,13079,45,4
0.05400000000000004,122,0.0,13188,45,1
0.06100000000000005,123,0.0,13297,45,0
0.048000000000000036,124,0.0,13406,44,0
0.08600000000000006,125,0.0,13515,44,7
0.07400000000000005,126,0.0,13624,43,7
0.07100000000000005,127,0.0,13733,43,9
0.0,128,0.0,13842,42,6
0.06900000000000005,129,0.0,13951,42,1
0.06100000000000005,130,0.0,14060,41,2
0.048000000000000036,131,0.0,14169,41,8
0.001,132,0.0,14278,41,6
0.002,133,0.0,14387,40,6
0.0,134,0.0,14496,40,5
0.03000000000000002,135,0.0,14605,39,2
0.07300000000000005,136,0.0,14714,39,1
0.003,137,0.0,14823,38,5
0.0,138,0.0,14932,38,6
0.0,139,0.0,15041,37,8
0.06400000000000004,140,0.0,15150,37,4
0.0,141,0.0,15259,36,5
0.0,142,0.0,15368,36,6
0.0,143,0.0,15477,36,6
0.02000000000000001,144,0.0,15586,35,8
0.06500000000000004,145,0.0,15695,35,1
0.005,146,0.0,15804,34,3
0.06500000000000004,147,0.0,15913,34,0
0.09400000000000007,148,0.0,16022,33,8
0.02100000000000001,149,0.0,16131,33,2
0.05000000000000004,150,0.0,16240,32,3
0.025000000000000015,151,0.0,16349,32,3
0.05000000000000004,152,0.0,16458,32,9
0.04500000000000003,153,0.0,16567,31,0
0.04200000000000003,154,0.0,16676,31,1
0.09500000000000007,155,0.0,16785,30,8
0.03800000000000003,156,0.0,16894,30,0
0.0,157,0.0,17003,29,5
0.01900000000000001,158,0.0,17112,29,0
0.0,159,0.0,17221,28,5
0.026000000000000016,160,0.0,17330,28,4
0.08800000000000006,161,0.0,17439,27,8
0.04500000000000003,162,0.0,17548,27,0
0.001,163,0.0,17657,27,6
0.06200000000000005,164,0.0,17766,26,1
0.04200000000000003,165,0.0,17875,26,9
0.03400000000000002,166,0.0,17984,25,4
0.04500000000000003,167,0.0,18093,25,1
0.036000000000000025,168,0.0,18202,24,7
0.02900000000000002,169,0.0,18311,24,1
0.10200000000000008,170,0.0,18420,23,8
0.07600000000000005,171,0.0,18529,23,9
0.07900000000000006,172,0.0,18638,23,8
0.07000000000000005,173,0.0,18747,22,8
0.06500000000000004,174,0.0,18856,22,1
0.04200000000000003,175,0.0,18965,21,6
0.07400000000000005,176,0.0,19074,21,8
0.04400000000000003,177,0.0,19183,20,6
0.03400000000000002,178,0.0,19292,20,6
0.08000000000000006,179,0.0,19401,19,8
0.04100000000000003,180,0.0,19510,19,6
0.02900000000000002,181,0.0,19619,18,8
0.046000000000000034,182,0.0,19728,18,0
0.036000000000000025,183,0.0,19837,18,2
0.046000000000000034,184,0.0,19946,17,8
0.04300000000000003,185,0.0,20055,17,7
0.0,186,0.0,20164,16,5
0.09600000000000007,187,0.0,20273,16,4
0.0,188,0.0,20382,15,5
0.06200000000000005,189,0.0,20491,15,2
0.059000000000000045,190,0.0,20600,14,1
0.06300000000000004,191,0.0,20709,14,1
0.09600000000000007,192,0.0,20818,14,2
0.01900000000000001,193,0.0,20927,13,9
0.022000000000000013,194,0.0,21036,13,6
0.004,195,0.0,21145,12,5
0.07700000000000005,196,0.0,21254,12,4
0.05400000000000004,197,0.0,21363,11,6
0.06300000000000004,198,0.0,21472,11,4
0.07100000000000005,199,0.0,21581,10,8
0.037000000000000026,200,0.0,21690,10,0
0.014000000000000005,201,0.0,21799,9,4
0.06600000000000004,202,0.0,21908,9,7
0.048000000000000036,203,0.0,22017,9,7
0.05000000000000004,204,0.0,22126,9,0
0.04000000000000003,205,0.0,22235,9,1
0.0,206,0.0,22344,9,2
0.012000000000000004,207,0.0,22453,9,4
0.10600000000000008,208,0.0,22562,9,1
0.09400000000000007,209,0.0,22671,9,6
0.036000000000000025,210,0.0,22780,9,1
0.0,211,0.0,22889,9,5
0.09600000000000007,212,0.0,22998,9,2
0.06400000000000004,213,0.0,23107,9,9
0.06400000000000004,214,0.0,23216,9,7
0.035000000000000024,215,0.0,23325,9,1
0.07400000000000005,216,0.0,23434,9,7
0.08400000000000006,217,0.0,23543,9,0
0.06200000000000005,218,0.0,23652,9,2
0.06400000000000004,219,0.0,23761,9,6
0.05200000000000004,220,0.0,23870,9,9
0.016000000000000007,221,0.0,23979,9,4
0.05100000000000004,222,0.0,24088,9,5
0.009000000000000001,223,0.0,24197,9,0
0.06600000000000004,224,0.0,24306,9,6
0.026000000000000016,225,0.0,24415,9,4
0.10500000000000008,226,0.0,24524,9,8
0.02100000000000001,227,0.0,24633,9,4
0.03300000000000002,228,0.0,24742,9,6
0.06400000000000004,229,0.0,24851,9,7
0.06900000000000005,230,0.0,24960,9,6
0.06500000000000004,231,0.0,25069,9,9
0.08200000000000006,232,0.0,25178,9,0
0.07500000000000005,233,0.0,25287,9,9
0.06400000000000004,234,0.0,25396,9,6
0.07900000000000006,235,0.0,25505,9,4
0.04000000000000003,236,0.0,25614,9,7
0.10000000000000007,237,0.0,25723,9,8
0.010000000000000002,238,0.0,25832,9,4
0.01800000000000001,239,0.0,25941,9,6
0.06900000000000005,240,0.0,26050,9,7
0.10100000000000008,241,0.0,26159,9,7
0.09200000000000007,242,0.0,26268,9,5
0.07600000000000005,243,0.1,26377,9,6
0.10200000000000008,244,0.1,26486,9,1
0.08000000000000006,245,0.1,26595,9,4
0.060000000000000046,246,0.1,26704,9,9
0.07700000000000005,247,0.1,26813,9,4
0.08400000000000006,248,0.1,26922,9,9
0.10600000000000008,249,0.1,27031,9,5
0.10000000000000007,250,0.1,27140,9,7
0.10200000000000008,251,0.1,27249,9,5
0.07100000000000005,252,0.1,27358,9,4
0.06600000000000004,253,0.1,27467,9,0
0.08000000000000006,254,0.1,27576,9,7
0.10200000000000008,255,0.1,27685,9,3
0.10100000000000008,256,0.1,27794,9,8
0.06700000000000005,257,0.1,27903,9,7
0.08700000000000006,258,0.1,28012,9,0
0.03900000000000003,259,0.1,28121,9,3
0.05100000000000004,260,0.1,28230,9,3
0.08000000000000006,261,0.1,28339,9,4
0.057000000000000044,262,0.1,28448,9,1
0.07300000000000005,263,0.1,28557,9,9
0.08700000000000006,264,0.1,28666,9,3
0.08200000000000006,265,0.1,28775,9,2
0.09200000000000007,266,0.1,28884,9,0
0.08200000000000006,267,0.1,28993,9,8
0.08200000000000006,268,0.1,29102,9,5
0.09500000000000007,269,0.1,29211,9,3
0.06900000000000005,270,0.1,29320,9,9
0.07200000000000005,271,0.1,29429,9,9
0.057000000000000044,272,0.1,29538,9,4
0.06800000000000005,273,0.1,29647,9,6
0.09200000000000007,274,0.1,29756,9,3
0.09600000000000007,275,0.1,29865,9,8
0.048000000000000036,276,0.1,29974,9,4
0.05500000000000004,277,0.1,30083,9,3
0.05200000000000004,278,0.1,30192,9,8
0.035000000000000024,279,0.1,30301,9,7
0.06300000000000004,280,0.1,30410,9,6
0.05300000000000004,281,0.1,30519,9,2
0.025000000000000015,282,0.1,30628,9,7
0.09200000000000007,283,0.1,30737,9,5
0.003,284,0.1,30846,9,6
0.09300000000000007,285,0.1,30955,9,5
0.06500000000000004,286,0.1,31064,9,2
0.07200000000000005,287,0.1,31173,9,1
0.07700000000000005,288,0.1,31282,9,3
0.036000000000000025,289,0.1,31391,9,4
0.06800000000000005,290,0.1,31500,9,9
0.047000000000000035,291,0.1,31609,9,4
0.06700000000000005,292,0.1,31718,9,0
0.03100000000000002,293,0.1,31827,9,4
0.05500000000000004,294,0.1,31936,9,9
0.04500000000000003,295,0.1,32045,9,7
0.04200000000000003,296,0.1,32154,9,9
0.04400000000000003,297,0.1,32263,9,0
0.07700000000000005,298,0.1,32372,9,1
0.07800000000000006,299,0.1,32481,9,6
0.09500000000000007,300,0.1,32590,9,8
0.037000000000000026,301,0.1,32699,9,9
0.059000000000000045,302,0.1,32808,9,9
0.10600000000000008,303,0.1,32917,9,8
0.05000000000000004,304,0.1,33026,9,0
0.05400000000000004,305,0.1,33135,9,6
0.03400000000000002,306,0.1,33244,9,4
0.09000000000000007,307,0.1,33353,9,8
0.036000000000000025,308,0.1,33462,9,3
0.003,309,0.1,33571,9,4
0.03900000000000003,310,0.1,33680,9,9
0.06300000000000004,311,0.1,33789,9,6
0.10000000000000007,312,0.1,33898,9,3
